iter	Logloss
129	0.2683825076
130	0.265752077
131	0.2652000118
132	0.2633390133
133	0.2626069431
134	0.2615621902
135	0.2605977271
136	0.2591601336
137	0.2584022776
138	0.2575418305
139	0.2568467586
140	0.2562065269
141	0.2556334484
142	0.2551139306
143	0.2544231823
144	0.2536734118
145	0.2529227207
146	0.2520055141
147	0.2515020809
148	0.2496555573
149	0.2493913085
150	0.2484648724
151	0.2478932428
152	0.2473263521
153	0.2463559282
154	0.2458586768
155	0.2454727442
156	0.2445778868
157	0.2441403885
158	0.2434756661
159	0.2420447153
160	0.2411992053
161	0.2403411997
162	0.239862226
163	0.239155788
164	0.2385792753
165	0.2380644496
166	0.2373331729
167	0.2336691598
168	0.2332058049
169	0.2326810247
170	0.2320809457
171	0.2313950444
172	0.230949253
173	0.2304270404
174	0.2286439539
175	0.228115185
176	0.2275923662
177	0.2263155038
178	0.2256839013
179	0.2252009952
180	0.2246451381
181	0.2238070546
182	0.222273167
183	0.2211887151
184	0.2197196197
185	0.2191993312
186	0.2185427208
187	0.218231266
188	0.2176932268
189	0.2171986378
190	0.2167638235
191	0.2158504148
192	0.2142206196
193	0.2130830908
194	0.2122625095
195	0.2118229023
196	0.2114734914
197	0.2111387139
198	0.2107809858
199	0.2103413413
200	0.2098197013
201	0.2093918298
202	0.2087936269
203	0.2075766041
204	0.2069406479
205	0.2060089796
206	0.2052484504
207	0.2048849126
208	0.2042785894
209	0.2040208801
210	0.2032798025
211	0.2027715319
212	0.2025185496
213	0.2020677791
214	0.2017389277
215	0.2014116164
216	0.2009528204
217	0.2007050943
218	0.2003487178
219	0.200011356
220	0.1997423862
221	0.1989443667
222	0.198536086
223	0.1981324603
224	0.1978008458
225	0.1976046421
226	0.1968459927
227	0.1962715087
228	0.1957239988
229	0.1955168576
230	0.1948559223
231	0.1943416764
232	0.1939870643
233	0.1933023526
234	0.1929133423
235	0.1927366587
236	0.1924594281
237	0.192120219
238	0.1916587726
239	0.191168979
240	0.1902754863
241	0.1899326461
242	0.1892633588
243	0.1887166147
244	0.188368277
245	0.1879054178
246	0.1874997791
247	0.1870963599
248	0.1866388423
249	0.1863978298
250	0.1860509012
251	0.1855743737
252	0.1852280981
253	0.1847183139
254	0.1843367301
255	0.18335047
256	0.1831163787
257	0.1819961793
258	0.1816901092
259	0.1812940709
260	0.1810881049
261	0.1807520382
262	0.1805309058
263	0.1802427101
264	0.1799221999
265	0.1796383351
266	0.1793352047
267	0.1791521892
268	0.1787460956
269	0.1783223041
270	0.1769361898
271	0.176644045
272	0.1764399389
273	0.1760497156
274	0.1752820744
275	0.1749639667
276	0.174513054
277	0.1741730952
278	0.1738225086
279	0.1734199122
280	0.1731564892
281	0.1724432134
282	0.171790881
283	0.171437572
284	0.170998314
285	0.1706422082
286	0.1703603647
287	0.1700639503
288	0.1698915729
289	0.1692484081
290	0.1687834862
291	0.1684792034
292	0.1682534725
293	0.1679682405
294	0.1676343464
295	0.1672016183
296	0.1669350565
297	0.1667764548
298	0.1665452437
299	0.1662467065
300	0.1659478781
301	0.1656299649
302	0.1653365609
303	0.1649169358
304	0.1644107742
305	0.1641982735
306	0.1638198652
307	0.1635394165
308	0.1630919248
309	0.162751861
310	0.1624514722
311	0.1621319241
312	0.16183464
313	0.1614927402
314	0.1612708594
315	0.1608401959
316	0.1604436433
317	0.160344607
318	0.1600805412
319	0.1596940096
320	0.159374668
321	0.1591185551
322	0.1587831792
323	0.1580391932
324	0.1574054824
325	0.1564256219
326	0.1561831966
327	0.1558963267
328	0.1557595311
329	0.1550672128
330	0.1548237035
331	0.1545875248
332	0.154217756
333	0.1539824776
334	0.1532518628
335	0.1528788429
336	0.1526546154
337	0.1523271426
338	0.1518287845
339	0.1516405253
340	0.15136749
341	0.1511955513
342	0.1509230778
343	0.1500856557
344	0.1497661004
345	0.1496752126
346	0.1493927132
347	0.1490995894
348	0.1488523615
349	0.1486075709
350	0.1483265275
351	0.148201242
352	0.147938373
353	0.1477223391
354	0.1472178238
355	0.1469621358
356	0.1466291769
357	0.1463809214
358	0.1462422498
359	0.1459761908
360	0.1456134501
361	0.1454504378
362	0.145291071
363	0.1450325868
364	0.1448138443
365	0.1446336028
366	0.1444598247
367	0.1442517244
368	0.1440909862
369	0.1439448945
370	0.1436661588
371	0.1435389774
372	0.1432610686
373	0.1429683693
374	0.1425960444
375	0.1421601318
376	0.1419764081
377	0.1417394456
378	0.1412811885
379	0.1409949638
380	0.1407137679
381	0.1404726666
382	0.140250787
383	0.1400804544
384	0.1398998312
385	0.1396633464
386	0.1393573232
387	0.138984745
388	0.1386820467
389	0.1382773731
390	0.1380992785
391	0.1379756807
392	0.1375140646
393	0.1373865171
394	0.1370880392
395	0.1368717862
396	0.1366947323
397	0.1364883017
398	0.1362476409
399	0.136031239
400	0.1358707679
401	0.1357682722
402	0.1356896094
403	0.1353483962
404	0.1350517561
405	0.1349078143
406	0.1347618595
407	0.134387916
408	0.134114056
409	0.1337639315
410	0.1335398858
411	0.1332807001
412	0.1329064888
413	0.1327997889
414	0.1325002986
415	0.1322983027
416	0.1321419913
417	0.1319505813
418	0.1315868551
419	0.1315199442
420	0.1313275259
421	0.1309851814
422	0.1307056678
423	0.1303752547
424	0.130208723
425	0.1300319644
426	0.1297957587
427	0.1295849786
428	0.1293745113
429	0.129025979
430	0.1288939489
431	0.1287574762
432	0.1285427572
433	0.12817632
434	0.1280698356
435	0.1278395506
436	0.1274943175
437	0.1273549394
438	0.1271258067
439	0.1269796052
440	0.1267512575
441	0.1263890095
442	0.1262293012
443	0.12612286
444	0.1260225243
445	0.1258260152
446	0.1256618248
447	0.1255268994
448	0.1251659495
449	0.1248237809
450	0.1247194373
451	0.124506424
452	0.1243080838
453	0.1240912642
454	0.1238123196
455	0.1235902485
456	0.1233030971
457	0.1231421752
458	0.1229310015
459	0.1227675427
460	0.1225860679
461	0.1224609373
462	0.1221925347
463	0.1219889585
464	0.1218339579
465	0.1217584094
466	0.1214869399
467	0.1213333185
468	0.1210910246
469	0.1206662152
470	0.120528436
471	0.120332437
472	0.1200803339
473	0.1199485546
474	0.1197787658
475	0.1195721935
476	0.1193024868
477	0.1191167081
478	0.119000043
479	0.1187538227
480	0.1183842712
481	0.118238065
482	0.1180880122
483	0.1178815342
484	0.1177739011
485	0.1176256692
486	0.1174423489
487	0.1172039417
488	0.1170148051
489	0.1166843279
490	0.1165650574
491	0.1163718474
492	0.1161538167
493	0.1160302693
494	0.1158904375
495	0.1157445091
496	0.1155434471
497	0.1154098049
498	0.1152635284
499	0.1150108935
500	0.1146735047
501	0.114553694
502	0.1144363789
503	0.1141485679
504	0.1139058137
505	0.1135605769
506	0.1133517595
507	0.1130919477
508	0.1127031391
509	0.1123756717
510	0.112245987
511	0.1121345902
512	0.1120312753
513	0.1117066887
514	0.1116222306
515	0.1114126845
516	0.1111169603
517	0.1106867037
518	0.1104735458
519	0.1103229997
520	0.1100598054
521	0.1097428542
522	0.1096111379
523	0.1093796177
524	0.1091974125
525	0.1088085817
526	0.1087027208
527	0.1085993027
528	0.1083451542
529	0.1081921642
530	0.1080240246
531	0.1076102578
532	0.1074089155
533	0.1072461054
534	0.1070250108
535	0.1068666385
536	0.1067022302
537	0.1065061988
538	0.1062436575
539	0.1061177491
540	0.1059133369
541	0.1057276087
542	0.1055886933
543	0.1055028344
544	0.1053260914
545	0.1052575354
546	0.1050791323
547	0.1050168656
548	0.1047189267
549	0.1045214111
550	0.1044172157
551	0.1041643702
552	0.1038469269
553	0.1036933469
554	0.1035667351
555	0.1033261955
556	0.1031154473
557	0.1029378634
558	0.1026520456
559	0.1025273273
560	0.1023365823
561	0.1021733389
562	0.1020689305
563	0.1019276198
564	0.101665453
565	0.1015027552
566	0.1014191632
567	0.1010970535
568	0.1010091786
569	0.1008510067
570	0.1006816389
571	0.100569518
572	0.1004476124
573	0.1003324708
574	0.1001349192
575	0.09988772577
576	0.099611472
577	0.09940374715
578	0.09928517765
579	0.09912989948
580	0.09897314669
581	0.09890308824
582	0.09870502437
583	0.09857389925
584	0.09830583065
585	0.09821723346
586	0.09811615749
587	0.09802584051
588	0.09782179652
589	0.09756396866
590	0.09738079417
591	0.09713473119
592	0.09692702705
593	0.09679341601
594	0.09663513158
595	0.09650681347
596	0.09642747695
597	0.0963056146
598	0.09619057651
599	0.09608585869
600	0.09589591966
601	0.09581815709
602	0.0956944504
603	0.0955147038
604	0.09542085931
605	0.09531123688
606	0.09515062618
607	0.09503571232
608	0.09491059283
609	0.09480562684
610	0.09467984506
611	0.09461703309
612	0.09447483809
613	0.09440545544
614	0.09417597793
615	0.09407473691
616	0.09395089098
617	0.09381689554
618	0.09367190434
619	0.09356371212
620	0.09341658009
621	0.09329117942
622	0.0931430061
623	0.09298808684
624	0.092918405
625	0.09270594329
626	0.09257228124
627	0.09250379284
628	0.09235632802
629	0.09222967479
630	0.09215459439
631	0.09208580351
632	0.09190258101
633	0.09174545311
634	0.09165935144
635	0.09144998422
636	0.09128157578
637	0.09121743473
638	0.09110145227
639	0.09090997439
640	0.09083008361
641	0.09078427183
642	0.09064252606
643	0.09042592616
644	0.09035630043
645	0.09015171988
646	0.09001058329
647	0.08991782271
648	0.08977728808
649	0.08971432517
650	0.0895092942
651	0.08942537926
652	0.08932892882
653	0.08912876104
654	0.08885463129
655	0.08876884621
656	0.0886763299
657	0.08859484296
658	0.08848488473
659	0.08836548639
660	0.08816121553
661	0.08793448262
662	0.08772775705
663	0.08754681971
664	0.08732351798
665	0.0871998329
666	0.08690395109
667	0.08683726711
668	0.08676001739
669	0.0865563329
670	0.08645993287
671	0.08638263364
672	0.08633848404
673	0.08621440555
674	0.0860588186
675	0.08582298766
676	0.08568084908
677	0.08551424085
678	0.08534846657
679	0.08517574679
680	0.08505685439
681	0.0849901299
682	0.08487400309
683	0.08465485216
684	0.0845712013
685	0.08435147989
686	0.08424509059
687	0.08409449738
688	0.08403580589
689	0.08390806785
690	0.08369490574
691	0.08358258163
692	0.0835320627
693	0.08339279234
694	0.08332116773
695	0.08313863273
696	0.08308859634
697	0.08303278058
698	0.08298482409
699	0.08286776492
700	0.08276135131
701	0.08254634396
702	0.08240060944
703	0.08231467823
704	0.08218599071
705	0.08202124962
706	0.08171864918
707	0.08162894108
708	0.08144191648
709	0.08133749365
710	0.08116774592
711	0.08107843813
712	0.08084769816
713	0.08066851272
714	0.08049726726
715	0.08039700482
716	0.08030314172
717	0.08017034633
718	0.08004077536
719	0.07985485418
720	0.07977611033
721	0.07966479181
722	0.07950629642
723	0.07940513432
724	0.07930777522
725	0.07917455159
726	0.07910098303
727	0.07888817232
728	0.07875571122
729	0.07862960715
730	0.07858135297
731	0.07847322887
732	0.07828824156
733	0.07814310391
734	0.07798879772
735	0.07789683027
736	0.07770554535
737	0.07753368141
738	0.07737522713
739	0.07730371056
740	0.0772496086
741	0.07706530579
742	0.07694258129
743	0.07685742159
744	0.07668386727
745	0.07651390198
746	0.07640712407
747	0.07630147868
748	0.07618724662
749	0.07608838528
750	0.07598627491
751	0.07588622464
752	0.07583556466
753	0.07575758543
754	0.07568400547
755	0.07559390215
756	0.07551361616
757	0.07542600716
758	0.07523783863
759	0.07506305456
760	0.07498610702
761	0.07484328124
762	0.07466938302
763	0.07453328517
764	0.07443198774
765	0.07425627789
766	0.07408185212
767	0.07402852678
768	0.07395386231
769	0.07389537848
770	0.07378387031
771	0.07367859103
772	0.07359833654
773	0.0735463682
774	0.07337783132
775	0.07322679127
776	0.07314847534
777	0.07293076482
778	0.0728055292
779	0.07265453807
780	0.07254669935
781	0.07239798977
782	0.07233471837
783	0.07221724178
784	0.07215494326
785	0.07206072516
786	0.07195632063
787	0.07183831109
788	0.0717305903
789	0.07167335244
790	0.07153025748
791	0.07145236107
792	0.07135707976
793	0.07112301214
794	0.07108861534
795	0.0709688815
796	0.07077295305
797	0.07068175081
798	0.07056770991
799	0.07040653445
800	0.0703271178
801	0.07022894727
802	0.07020777828
803	0.07004628022
804	0.06994842778
805	0.06983415881
806	0.06976479176
807	0.0696839389
808	0.06962636224
809	0.06954433064
810	0.06944331409
811	0.06931144776
812	0.06903088715
813	0.0689316186
814	0.06883859364
815	0.06878861907
816	0.06868801663
817	0.06866004108
818	0.06854158171
819	0.06842841046
820	0.06830603286
821	0.06812096542
822	0.06797989695
823	0.06783672276
824	0.06779295487
825	0.06766501157
826	0.06760724616
827	0.06751183941
828	0.06744638309
829	0.06735892653
830	0.06729716546
831	0.06723978536
832	0.06713739261
833	0.06709173087
834	0.06701511944
835	0.06692979259
836	0.06689281626
837	0.06676247917
838	0.06667433061
839	0.06662029617
840	0.06656346192
841	0.06653213171
842	0.06639560684
843	0.0663054324
844	0.0662362307
845	0.06613898622
846	0.066066582
847	0.06597807544
848	0.06582049201
849	0.06574895563
850	0.06562538339
851	0.0655868412
852	0.06553165233
853	0.06546003373
854	0.06541082828
855	0.06524909135
856	0.06517055066
857	0.06509674473
858	0.06502767596
859	0.06493449196
860	0.06485756723
861	0.06479569454
862	0.06469054519
863	0.06463474894
864	0.06453862619
865	0.06448903813
866	0.06436299978
867	0.06423588951
868	0.06416067768
869	0.06386896287
870	0.06379316527
871	0.06370199935
872	0.06365338746
873	0.06354265021
874	0.06348876971
875	0.06333240283
876	0.06326364466
877	0.06323203056
878	0.06313538896
879	0.06304672756
880	0.06300190787
881	0.0629105925
882	0.06282995391
883	0.06276409546
884	0.06263507095
885	0.06256776189
886	0.06245395626
887	0.06238919823
888	0.06223087689
889	0.06214162492
890	0.06206325377
891	0.06194866791
892	0.0618996155
893	0.06184716102
894	0.06175473413
895	0.06167423207
896	0.06156682008
897	0.06149244669
898	0.06141087242
899	0.06130339501
900	0.06120902566
901	0.06107857964
902	0.06099659726
903	0.06091951199
904	0.06085460212
905	0.06080408738
906	0.06072426653
907	0.0606529009
908	0.06057488116
909	0.06049816319
910	0.06044483275
911	0.06039551896
912	0.06035318909
913	0.06032871375
914	0.06028378002
915	0.06021991535
916	0.06015866083
917	0.06004101109
918	0.05999577698
919	0.05995631143
920	0.05985800975
921	0.05980159203
922	0.05970628671
923	0.05962515688
924	0.05957668393
925	0.05951942146
926	0.05939124649
927	0.0593179003
928	0.05926278884
929	0.05921963733
930	0.05916046121
931	0.05905011317
932	0.05896314935
933	0.0589003788
934	0.05878577463
935	0.058717517
936	0.05864918405
937	0.05860470525
938	0.05854634296
939	0.05845138575
940	0.05835096577
941	0.05827543254
942	0.05819680182
943	0.05813509297
944	0.05803816659
945	0.05797930766
946	0.05793348178
947	0.05781920231
948	0.05775541176
949	0.05766443759
950	0.05763587237
951	0.05750274298
952	0.05739100434
953	0.05735299811
954	0.05721749683
955	0.05713020502
956	0.05701306393
957	0.05692968254
958	0.05680629245
959	0.05672985207
960	0.05668179354
961	0.05662924033
962	0.05659411522
963	0.05654139816
964	0.05649770289
965	0.05645885942
966	0.05642772546
967	0.05617604337
968	0.05609814396
969	0.05603672919
970	0.05595441732
971	0.05588833261
972	0.05577761156
973	0.05568598801
974	0.05563057827
975	0.05557360358
976	0.05550226496
977	0.05535213538
978	0.05531812329
979	0.05525293014
980	0.05517091265
981	0.0550987611
982	0.05500659348
983	0.05496296934
984	0.05481593214
985	0.05476477343
986	0.05467948139
987	0.05464908055
988	0.05456877145
989	0.05443240622
990	0.05437567581
991	0.05435170431
992	0.05430010567
993	0.05425758554
994	0.05416831886
995	0.05410320073
996	0.05405973863
997	0.05397546959
998	0.05391695696
999	0.05380560843
