iter	Logloss
444	0.2228783481
445	0.2224888228
446	0.2224083883
447	0.2222616101
448	0.2221527064
449	0.2220361996
450	0.221699489
451	0.2215874476
452	0.2214725127
453	0.2211178143
454	0.2210042448
455	0.2207158265
456	0.2206679039
457	0.220543991
458	0.2204719463
459	0.2203382975
460	0.2202188073
461	0.2201099498
462	0.2200410926
463	0.2199865969
464	0.2199026447
465	0.2198348228
466	0.2196752333
467	0.2195513817
468	0.2194330091
469	0.2193227603
470	0.219149203
471	0.2189939804
472	0.2187942351
473	0.2187215152
474	0.2186069068
475	0.2184369115
476	0.2182668568
477	0.2180857001
478	0.2179863703
479	0.2176832214
480	0.2172359649
481	0.2169824004
482	0.2168614776
483	0.2167714469
484	0.2166691655
485	0.2165646334
486	0.2163947515
487	0.2161414487
488	0.2160998177
489	0.2160508292
490	0.2159646372
491	0.2158249542
492	0.2157371628
493	0.2156360925
494	0.2154125108
495	0.2152877319
496	0.2151562443
497	0.2149890962
498	0.2148812326
499	0.2147691185
500	0.214528127
501	0.2144304981
502	0.2143113014
503	0.2142285628
504	0.2141514425
505	0.2140518306
506	0.2139747846
507	0.2138689766
508	0.2138010389
509	0.2137161216
510	0.2136386832
511	0.2135314425
512	0.2133390506
513	0.213199196
514	0.213104685
515	0.2129819407
516	0.2126978381
517	0.2126192023
518	0.2125280295
519	0.212374572
520	0.2121706879
521	0.2120795781
522	0.2120052881
523	0.2117932099
524	0.2116733819
525	0.2115012037
526	0.2114077887
527	0.2113526916
528	0.2113158068
529	0.2110390258
530	0.2109806626
531	0.2108998314
532	0.2108287691
533	0.2107264463
534	0.2105657291
535	0.2104757422
536	0.2103845724
537	0.2102864711
538	0.2102216873
539	0.2101465163
540	0.210044727
541	0.2099008698
542	0.2097969457
543	0.2097046146
544	0.209608902
545	0.2095286464
546	0.2093093859
547	0.2092009857
548	0.2091653775
549	0.2091128251
550	0.2090115136
551	0.2088066915
552	0.2084356714
553	0.2083347811
554	0.2082345313
555	0.2081181266
556	0.2077621288
557	0.2076873329
558	0.2075548334
559	0.2074058369
560	0.2072891538
561	0.2071253661
562	0.2069829571
563	0.2069383451
564	0.2068736513
565	0.2067353781
566	0.2065594591
567	0.2064640887
568	0.2063260183
569	0.2062479971
570	0.2060970723
571	0.2059930996
572	0.2059094853
573	0.2058128917
574	0.2057722631
575	0.2056178104
576	0.2054948825
577	0.2054140296
578	0.2053516669
579	0.2052666848
580	0.2051947115
581	0.2050634784
582	0.2049903474
583	0.2049317891
584	0.2048096252
585	0.2046916408
586	0.204616387
587	0.2045442648
588	0.2044686407
589	0.2043951718
590	0.204247989
591	0.2041520718
592	0.2040797312
593	0.2039875189
594	0.2038921953
595	0.2038223652
596	0.2036999828
597	0.2036230257
598	0.2035897359
599	0.2034763759
600	0.2034302562
601	0.2033698506
602	0.2032566329
603	0.2031815309
604	0.2031152694
605	0.2029592719
606	0.2028263193
607	0.2026941895
608	0.2025677913
609	0.202534633
610	0.2023760716
611	0.2023049499
612	0.2022300436
613	0.2021062484
614	0.2020148505
615	0.2019167204
616	0.2017888435
617	0.2017186395
618	0.2016337967
619	0.2015576972
620	0.2014869428
621	0.2013891261
622	0.2013388484
623	0.2012721416
624	0.2012003556
625	0.2011249271
626	0.2010107455
627	0.2009525359
628	0.2008337191
629	0.2007348419
630	0.2006596913
631	0.2005468684
632	0.2004581893
633	0.2003728526
634	0.2002808545
635	0.2001814689
636	0.200108839
637	0.2000068259
638	0.1999191995
639	0.1998269631
640	0.1997706483
641	0.1995766095
642	0.1994891734
643	0.1994470011
644	0.1994005873
645	0.1993115487
646	0.1991994683
647	0.1991007375
648	0.1990453451
649	0.1989763319
650	0.1988908523
651	0.1987845779
652	0.1987025943
653	0.1986070883
654	0.1985095746
655	0.1983884892
656	0.1983240949
657	0.1982456535
658	0.1981760113
659	0.1980689693
660	0.1979600289
661	0.1978563101
662	0.1977670968
663	0.197652833
664	0.1975894463
665	0.1975202686
666	0.1974273601
667	0.1973484386
668	0.1973085199
669	0.1972584607
670	0.1971840843
671	0.1970939294
672	0.1970253711
673	0.1969907867
674	0.1968875156
675	0.196697034
676	0.1966025477
677	0.1965100467
678	0.1963732343
679	0.1962734514
680	0.1962335219
681	0.1961905658
682	0.196131507
683	0.1959956651
684	0.1958659408
685	0.1958370989
686	0.1957807355
687	0.1956433644
688	0.19551062
689	0.1954168826
690	0.195328464
691	0.1952393864
692	0.1951406004
693	0.1950879184
694	0.194956591
695	0.1948560639
696	0.1947512402
697	0.1946818164
698	0.194634
699	0.1945768204
700	0.1944472335
701	0.1943989514
702	0.1943076418
703	0.1941825538
704	0.194082502
705	0.1939803994
706	0.1939038468
707	0.1938390402
708	0.1937837691
709	0.1937108877
710	0.1936735588
711	0.1936040768
712	0.1935311498
713	0.1934798921
714	0.1934028485
715	0.1933323312
716	0.193242699
717	0.1931472914
718	0.1930774823
719	0.1929601912
720	0.1928592727
721	0.1927992525
722	0.1927349674
723	0.1926145494
724	0.1925079755
725	0.1924333476
726	0.1923431237
727	0.1922898164
728	0.1922246562
729	0.1921682046
730	0.1921075787
731	0.1920850951
732	0.1920409596
733	0.1919798254
734	0.191816573
735	0.1917291387
736	0.1916786876
737	0.1916163986
738	0.1915403184
739	0.1914551257
740	0.1913581138
741	0.1912510568
742	0.191166271
743	0.1911054363
744	0.1910516326
745	0.1909759532
746	0.1909011039
747	0.1908219765
748	0.1907386366
749	0.1907128135
750	0.1905882669
751	0.1905262985
752	0.190415988
753	0.1902915002
754	0.1902035827
755	0.1901702641
756	0.1900970178
757	0.1899040119
758	0.1897630079
759	0.1896444912
760	0.1895438741
761	0.1894825329
762	0.1893939816
763	0.1893365817
764	0.1892304417
765	0.1891492876
766	0.1890198892
767	0.18897394
768	0.1889035223
769	0.1888222193
770	0.1887689558
771	0.1887171171
772	0.1886234884
773	0.1885653244
774	0.1885197971
775	0.1884260784
776	0.1883515591
777	0.1882880795
778	0.1882281276
779	0.1881245649
780	0.1880781601
781	0.1879854394
782	0.1879486014
783	0.187882508
784	0.1878109614
785	0.1876749299
786	0.1875909646
787	0.1874668543
788	0.18741314
789	0.1873674765
790	0.1873341849
791	0.1872610047
792	0.1871738482
793	0.1871093236
794	0.1870197539
795	0.1868747474
796	0.1868198238
797	0.186733606
798	0.1866402641
799	0.1865585956
800	0.1864968336
801	0.1863665296
802	0.1862747722
803	0.1861835435
804	0.1861276675
805	0.1860198422
806	0.1859671075
807	0.1858363527
808	0.1857454691
809	0.185628512
810	0.1854919187
811	0.1854249013
812	0.1853275557
813	0.1852157532
814	0.1851016861
815	0.1850371553
816	0.1849900816
817	0.1849055785
818	0.1848107444
819	0.1847369834
820	0.1846499518
821	0.1845623542
822	0.1844732748
823	0.1844383922
824	0.1843555242
825	0.184236748
826	0.1841910304
827	0.1841581517
828	0.1840990416
829	0.1840598606
830	0.1840003243
831	0.1839476313
832	0.1838846789
833	0.1838317221
834	0.1837483197
835	0.1836614642
836	0.1835687108
837	0.1834922833
838	0.1834303476
839	0.1833293617
840	0.1832845201
841	0.1832216244
842	0.1831320702
843	0.1830343681
844	0.1830115795
845	0.1829531803
846	0.1829013987
847	0.1827995419
848	0.1826467535
849	0.1825193534
850	0.1824624729
851	0.1823166445
852	0.1822520458
853	0.1821198082
854	0.1820800561
855	0.1820143033
856	0.1819529188
857	0.1818380806
858	0.181778527
859	0.1817347537
860	0.1816574754
861	0.1815731614
862	0.1815403344
863	0.1814774201
864	0.1814131812
865	0.1813122591
866	0.1812160014
867	0.1811583434
868	0.1811142343
869	0.1810111399
870	0.1808916924
871	0.1808304376
872	0.1807972306
873	0.180754766
874	0.1806596809
875	0.1805513939
876	0.1804628711
877	0.1803796929
878	0.1802602366
879	0.1801481778
880	0.180064484
881	0.1799846977
882	0.1799270343
883	0.1798445526
884	0.1797940111
885	0.1797047304
886	0.1795926967
887	0.1795006717
888	0.1794327609
889	0.1793728013
890	0.1792999988
891	0.1792433542
892	0.1791757025
893	0.1791305722
894	0.1790942441
895	0.1790028798
896	0.178907919
897	0.1787910807
898	0.1787424862
899	0.1786924489
900	0.1786015578
901	0.1784925419
902	0.1784226377
903	0.1783663181
904	0.1782947832
905	0.1782675945
906	0.1781885442
907	0.1781330181
908	0.1779998908
909	0.1779087867
910	0.1778431902
911	0.1777684453
912	0.1776938117
913	0.1776252648
914	0.1775661811
915	0.1774959732
916	0.1774094874
917	0.1773562344
918	0.1773064753
919	0.1772202971
920	0.1771748317
921	0.1771102744
922	0.1770435913
923	0.1769860585
924	0.1769449994
925	0.1767560417
926	0.1766769503
927	0.176632419
928	0.1765761982
929	0.176546971
930	0.1764939271
931	0.176441809
932	0.1763411733
933	0.1761700022
934	0.1760079982
935	0.1759123571
936	0.1758351911
937	0.1757441086
938	0.1756264754
939	0.1755856669
940	0.1755055595
941	0.1753741334
942	0.1752888831
943	0.1752349059
944	0.17515841
945	0.1750948956
946	0.175002529
947	0.174909896
948	0.1748039514
949	0.1747545686
950	0.1747055153
951	0.1746348323
952	0.1745945983
953	0.1745494662
954	0.1744707869
955	0.1743995677
956	0.1743344795
957	0.1742641843
958	0.1741980519
959	0.1741379344
960	0.1740843777
961	0.1740163745
962	0.1739335732
963	0.1738357886
964	0.1737539017
965	0.1736759524
966	0.1736220017
967	0.1735422994
968	0.1734589963
969	0.1734119803
970	0.1733509331
971	0.1733159914
972	0.1732341413
973	0.1732056644
974	0.1731494936
975	0.173104547
976	0.1729735245
977	0.1728506097
978	0.1728202851
979	0.1727218118
980	0.1726555569
981	0.1725648147
982	0.1724921029
983	0.1724168845
984	0.1723222255
985	0.1722604489
986	0.1722141756
987	0.1721296457
988	0.172074362
989	0.1719792254
990	0.1719149526
991	0.1718376639
992	0.1717537993
993	0.1716876591
994	0.171645079
995	0.171600879
996	0.1715116978
997	0.1714543837
998	0.1713594034
999	0.1713098126
